id_syndrome,nom_syndrome,description_synd,categorie_synd,organe_associe,id_syndrome_formule,id_formule,id_x,nom_link,nom_alternatif,description_form,indications,posologie,contre_indications,pharmacologie,toxicologie,composition,etudes_cliniques,remarques,categorie_form,date_creation,statut,id_y,plante_id,formule_id,role_formule,pourcentage_formule,id,nom_plant,nom_chinois,nom_latin,partie_utilisee,description,score_role
3,absence de transpiration,,Vent Froid,Poumon,4,8,8,Gui Zhi Tang,Décoction de tiges de cannelle,Élimine le Vent et le Froid. Harmonise Rong Qi et Wei Qi.,"crainte du froid, douleurs articulaires, absence de transpiration",2 gélules matin et soir avant les repas,,,,,,,Vent-Froid,,Validée,105,42,8,Conseiller,10.5,42,,远志,Polygala tenuifolia,Racine,"Calme l'Esprit, améliore la mémoire. Utilisée pour les troubles cognitifs et l'anxiété.",4
3,absence de transpiration,,Vent Froid,Poumon,4,8,8,Gui Zhi Tang,Décoction de tiges de cannelle,Élimine le Vent et le Froid. Harmonise Rong Qi et Wei Qi.,"crainte du froid, douleurs articulaires, absence de transpiration",2 gélules matin et soir avant les repas,,,,,,,Vent-Froid,,Validée,106,43,8,Ambassadeur,9.4,43,,木香,Aucklandia lappa,Racine,"Régule le Qi, soulage les douleurs abdominales. Utilisé pour les ballonnements et les indigestions.",2
3,absence de transpiration,,Vent Froid,Poumon,5,14,14,Yu Ping Feng,Décoction du Paravent de Jade,Tonifie le Qi. Consolide le Biao.,"immunité insuffisante, enrhumé facilement, vide de Wei Qi",2 gélules matin et soir avant les repas. Déconseillé aux enfants et aux femmes ayant des antécédents de cancer du sein.,Déconseillé aux enfants et aux femmes ayant des antécédents de cancer du sein,,,,,,Immunité,,Validée,149,12,14,Empereur,30.0,12,,黄芪,Astragalus membranaceus,Racine,"Stimule les défenses immunitaires, tonifie le Qi. Indiquée en cas de fatigue, convalescence et faiblesse générale.",10
3,absence de transpiration,,Vent Froid,Poumon,5,14,14,Yu Ping Feng,Décoction du Paravent de Jade,Tonifie le Qi. Consolide le Biao.,"immunité insuffisante, enrhumé facilement, vide de Wei Qi",2 gélules matin et soir avant les repas. Déconseillé aux enfants et aux femmes ayant des antécédents de cancer du sein.,Déconseillé aux enfants et aux femmes ayant des antécédents de cancer du sein,,,,,,Immunité,,Validée,150,44,14,Ministre,25.0,44,,白术,Atractylodes macrocephala,Rhizome,"Tonifie la Rate, élimine l'humidité. Utile en cas de fatigue et de troubles digestifs.",7
3,absence de transpiration,,Vent Froid,Poumon,5,14,14,Yu Ping Feng,Décoction du Paravent de Jade,Tonifie le Qi. Consolide le Biao.,"immunité insuffisante, enrhumé facilement, vide de Wei Qi",2 gélules matin et soir avant les repas. Déconseillé aux enfants et aux femmes ayant des antécédents de cancer du sein.,Déconseillé aux enfants et aux femmes ayant des antécédents de cancer du sein,,,,,,Immunité,,Validée,151,40,14,Ministre,15.0,40,,酸枣仁,Ziziphus jujuba,Fruit,"Calme l'Esprit, favorise le sommeil. Utilisé pour l'insomnie et l'agitation nerveuse.",7
3,absence de transpiration,,Vent Froid,Poumon,5,14,14,Yu Ping Feng,Décoction du Paravent de Jade,Tonifie le Qi. Consolide le Biao.,"immunité insuffisante, enrhumé facilement, vide de Wei Qi",2 gélules matin et soir avant les repas. Déconseillé aux enfants et aux femmes ayant des antécédents de cancer du sein.,Déconseillé aux enfants et aux femmes ayant des antécédents de cancer du sein,,,,,,Immunité,,Validée,152,18,14,Ambassadeur,5.0,18,,甘草,Glycyrrhiza uralensis,Racine,"Anti-inflammatoire, harmonise les formules. Traite les troubles digestifs et les inflammations.",2
4,accumulation d’humidité Bas du Corps à partir des hanches,,Humidité,Rate,6,12,12,Si Miao Tang,Décoction des 4 Merveilles,Clarifie la chaleur. Assèche et transforme l'Humidité Chaleur.,"douleurs chaudes des chevilles et pieds, inflammations génitales, humidité Chaleur du Foyer Inférieur",2 gélules matin et soir avant les repas. Déconseillé aux femmes enceintes.,Déconseillé aux femmes enceintes,,,,,,Humidité-Chaleur,,Validée,118,55,12,Empereur,25.0,55,,牡丹皮,Paeonia suffruticosa,Racine,"Rafraîchit le Sang, réduit les inflammations. Utilisée pour les fièvres et les troubles cutanés.",10
4,accumulation d’humidité Bas du Corps à partir des hanches,,Humidité,Rate,6,12,12,Si Miao Tang,Décoction des 4 Merveilles,Clarifie la chaleur. Assèche et transforme l'Humidité Chaleur.,"douleurs chaudes des chevilles et pieds, inflammations génitales, humidité Chaleur du Foyer Inférieur",2 gélules matin et soir avant les repas. Déconseillé aux femmes enceintes.,Déconseillé aux femmes enceintes,,,,,,Humidité-Chaleur,,Validée,119,44,12,Ministre,25.0,44,,白术,Atractylodes macrocephala,Rhizome,"Tonifie la Rate, élimine l'humidité. Utile en cas de fatigue et de troubles digestifs.",7
4,accumulation d’humidité Bas du Corps à partir des hanches,,Humidité,Rate,6,12,12,Si Miao Tang,Décoction des 4 Merveilles,Clarifie la chaleur. Assèche et transforme l'Humidité Chaleur.,"douleurs chaudes des chevilles et pieds, inflammations génitales, humidité Chaleur du Foyer Inférieur",2 gélules matin et soir avant les repas. Déconseillé aux femmes enceintes.,Déconseillé aux femmes enceintes,,,,,,Humidité-Chaleur,,Validée,120,52,12,Conseiller,25.0,52,,薏苡仁,Coix lacryma-jobi,Graine,"Élimine l'humidité, renforce la Rate. Utilisée pour les œdèmes et les troubles digestifs.",4
4,accumulation d’humidité Bas du Corps à partir des hanches,,Humidité,Rate,6,12,12,Si Miao Tang,Décoction des 4 Merveilles,Clarifie la chaleur. Assèche et transforme l'Humidité Chaleur.,"douleurs chaudes des chevilles et pieds, inflammations génitales, humidité Chaleur du Foyer Inférieur",2 gélules matin et soir avant les repas. Déconseillé aux femmes enceintes.,Déconseillé aux femmes enceintes,,,,,,Humidité-Chaleur,,Validée,121,53,12,Ambassadeur,25.0,53,,牛膝,Achyranthes bidentata,Racine,"Tonifie les Reins, active la circulation. Utilisé pour les douleurs lombaires et les troubles articulaires.",2
5,acidités,,Chaleur,Estomac,8,20,20,Yang Wei Cha,Estotonic,Nourrit le Yin et harmonise l'Estomac.,"acidités, brûlures d'estomac, gastrites, vide de Yin de l'Estomac",2 gélules matin et soir avant les repas,,,,,,,Estomac,,Validée,188,50,20,Empereur,5.5,50,,八角茴香,Illicium verum,Fruit,"Réchauffe le corps, soulage les douleurs abdominales. Utilisé pour les ballonnements et les crampes.",10
5,acidités,,Chaleur,Estomac,8,20,20,Yang Wei Cha,Estotonic,Nourrit le Yin et harmonise l'Estomac.,"acidités, brûlures d'estomac, gastrites, vide de Yin de l'Estomac",2 gélules matin et soir avant les repas,,,,,,,Estomac,,Validée,189,11,20,Ministre,18.2,11,,当归,Angelica sinensis,Racine,"Tonifie et harmonise le Sang. Utilisée pour les troubles menstruels, l'anémie, les douleurs localisées et les problèmes de circulation.",7
5,acidités,,Chaleur,Estomac,8,20,20,Yang Wei Cha,Estotonic,Nourrit le Yin et harmonise l'Estomac.,"acidités, brûlures d'estomac, gastrites, vide de Yin de l'Estomac",2 gélules matin et soir avant les repas,,,,,,,Estomac,,Validée,190,20,20,Ministre,16.3,20,,红花,Carthamus tinctorius,Fleur,"Active la circulation sanguine, disperse les stases. Utilisée pour les troubles gynécologiques et les douleurs.",7
5,acidités,,Chaleur,Estomac,8,20,20,Yang Wei Cha,Estotonic,Nourrit le Yin et harmonise l'Estomac.,"acidités, brûlures d'estomac, gastrites, vide de Yin de l'Estomac",2 gélules matin et soir avant les repas,,,,,,,Estomac,,Validée,191,15,20,Ministre,21.8,15,,丹参,Salvia miltiorrhiza,Racine,"Mobilise le Sang, traite les troubles coronariens et les inflammations vasculaires.",7
6,affaiblissement des lombes et des genoux,,Vide de Yang,Rein,10,5,5,Dong Chong Xia Cao,Cordyceps,"Nourrit le Poumon et le Rein, consolide le Jing","asthénies sexuelles, impuissance, problèmes de fécondité, vide de Poumon et de Rein",2 gélules matin et soir avant les repas,,"Nourrit le Qi, Protège le Rein",,,,,Rein,,Validée,67,16,5,Empereur,100.0,16,,冬虫夏草,Cordyceps sinensis,Champignon,"Tonifie les Reins et les Poumons, améliore l'énergie et la libido. Utilisé en cas de fatigue chronique.",10
6,affaiblissement des lombes et des genoux,,Vide de Yang,Rein,11,6,6,Du Huo Ji Shen Tang,Décoction d'Angélique et de Lorantis,"Disperse le Vent, l’Humidité et le Froid. Tonifie le Qi et le Sang.","arthrose, douleurs articulaires, lombalgie, rhumatismes",2 gélules matin et soir avant les repas. Déconseillé aux femmes enceintes ou allaitantes.,Déconseillé aux femmes enceintes ou allaitantes,,,,,,Articulations,,Validée,82,21,6,Empereur,13.8,21,,杜仲,Eucommia ulmoides,Écorce,"Renforce les tendons et les os, tonifie les Reins. Utile en cas de lombalgies et faiblesse articulaire.",10
6,affaiblissement des lombes et des genoux,,Vide de Yang,Rein,11,6,6,Du Huo Ji Shen Tang,Décoction d'Angélique et de Lorantis,"Disperse le Vent, l’Humidité et le Froid. Tonifie le Qi et le Sang.","arthrose, douleurs articulaires, lombalgie, rhumatismes",2 gélules matin et soir avant les repas. Déconseillé aux femmes enceintes ou allaitantes.,Déconseillé aux femmes enceintes ou allaitantes,,,,,,Articulations,,Validée,83,53,6,Ministre,10.3,53,,牛膝,Achyranthes bidentata,Racine,"Tonifie les Reins, active la circulation. Utilisé pour les douleurs lombaires et les troubles articulaires.",7
6,affaiblissement des lombes et des genoux,,Vide de Yang,Rein,11,6,6,Du Huo Ji Shen Tang,Décoction d'Angélique et de Lorantis,"Disperse le Vent, l’Humidité et le Froid. Tonifie le Qi et le Sang.","arthrose, douleurs articulaires, lombalgie, rhumatismes",2 gélules matin et soir avant les repas. Déconseillé aux femmes enceintes ou allaitantes.,Déconseillé aux femmes enceintes ou allaitantes,,,,,,Articulations,,Validée,84,44,6,Ministre,10.3,44,,白术,Atractylodes macrocephala,Rhizome,"Tonifie la Rate, élimine l'humidité. Utile en cas de fatigue et de troubles digestifs.",7
6,affaiblissement des lombes et des genoux,,Vide de Yang,Rein,11,6,6,Du Huo Ji Shen Tang,Décoction d'Angélique et de Lorantis,"Disperse le Vent, l’Humidité et le Froid. Tonifie le Qi et le Sang.","arthrose, douleurs articulaires, lombalgie, rhumatismes",2 gélules matin et soir avant les repas. Déconseillé aux femmes enceintes ou allaitantes.,Déconseillé aux femmes enceintes ou allaitantes,,,,,,Articulations,,Validée,85,11,6,Conseiller,6.9,11,,当归,Angelica sinensis,Racine,"Tonifie et harmonise le Sang. Utilisée pour les troubles menstruels, l'anémie, les douleurs localisées et les problèmes de circulation.",4
6,affaiblissement des lombes et des genoux,,Vide de Yang,Rein,11,6,6,Du Huo Ji Shen Tang,Décoction d'Angélique et de Lorantis,"Disperse le Vent, l’Humidité et le Froid. Tonifie le Qi et le Sang.","arthrose, douleurs articulaires, lombalgie, rhumatismes",2 gélules matin et soir avant les repas. Déconseillé aux femmes enceintes ou allaitantes.,Déconseillé aux femmes enceintes ou allaitantes,,,,,,Articulations,,Validée,86,34,6,Conseiller,10.3,34,,肉桂,Cinnamomum cassia,Écorce,"Réchauffe le corps, tonifie le Yang. Utile en cas de frilosité et de douleurs articulaires.",4
6,affaiblissement des lombes et des genoux,,Vide de Yang,Rein,11,6,6,Du Huo Ji Shen Tang,Décoction d'Angélique et de Lorantis,"Disperse le Vent, l’Humidité et le Froid. Tonifie le Qi et le Sang.","arthrose, douleurs articulaires, lombalgie, rhumatismes",2 gélules matin et soir avant les repas. Déconseillé aux femmes enceintes ou allaitantes.,Déconseillé aux femmes enceintes ou allaitantes,,,,,,Articulations,,Validée,87,22,6,Conseiller,6.9,22,,人参,Panax ginseng,Racine,"Tonifiant général, améliore l'énergie, réduit le stress et renforce l'immunité.",4
6,affaiblissement des lombes et des genoux,,Vide de Yang,Rein,11,6,6,Du Huo Ji Shen Tang,Décoction d'Angélique et de Lorantis,"Disperse le Vent, l’Humidité et le Froid. Tonifie le Qi et le Sang.","arthrose, douleurs articulaires, lombalgie, rhumatismes",2 gélules matin et soir avant les repas. Déconseillé aux femmes enceintes ou allaitantes.,Déconseillé aux femmes enceintes ou allaitantes,,,,,,Articulations,,Validée,88,33,6,Conseiller,6.9,33,,川芎,Ligusticum wallichii,Rhizome,"Active la circulation sanguine, soulage les douleurs. Utilisé pour les maux de tête et les règles douloureuses.",4
6,affaiblissement des lombes et des genoux,,Vide de Yang,Rein,11,6,6,Du Huo Ji Shen Tang,Décoction d'Angélique et de Lorantis,"Disperse le Vent, l’Humidité et le Froid. Tonifie le Qi et le Sang.","arthrose, douleurs articulaires, lombalgie, rhumatismes",2 gélules matin et soir avant les repas. Déconseillé aux femmes enceintes ou allaitantes.,Déconseillé aux femmes enceintes ou allaitantes,,,,,,Articulations,,Validée,89,17,6,Conseiller,6.9,17,,茯苓,Poria cocos,Sclérote,"Diurétique, élimine l'humidité, renforce la Rate. Utilisé pour les œdèmes et les troubles digestifs.",4
6,affaiblissement des lombes et des genoux,,Vide de Yang,Rein,11,6,6,Du Huo Ji Shen Tang,Décoction d'Angélique et de Lorantis,"Disperse le Vent, l’Humidité et le Froid. Tonifie le Qi et le Sang.","arthrose, douleurs articulaires, lombalgie, rhumatismes",2 gélules matin et soir avant les repas. Déconseillé aux femmes enceintes ou allaitantes.,Déconseillé aux femmes enceintes ou allaitantes,,,,,,Articulations,,Validée,90,19,6,Conseiller,6.9,19,,白芍,Paeonia lactiflora,Racine,"Nourrit le Sang, calme les spasmes. Indiquée pour les règles douloureuses et l'agitation nerveuse.",4
6,affaiblissement des lombes et des genoux,,Vide de Yang,Rein,11,6,6,Du Huo Ji Shen Tang,Décoction d'Angélique et de Lorantis,"Disperse le Vent, l’Humidité et le Froid. Tonifie le Qi et le Sang.","arthrose, douleurs articulaires, lombalgie, rhumatismes",2 gélules matin et soir avant les repas. Déconseillé aux femmes enceintes ou allaitantes.,Déconseillé aux femmes enceintes ou allaitantes,,,,,,Articulations,,Validée,91,18,6,Ambassadeur,6.9,18,,甘草,Glycyrrhiza uralensis,Racine,"Anti-inflammatoire, harmonise les formules. Traite les troubles digestifs et les inflammations.",2
7,allaitement,,Vide de Qi,Rate,14,11,11,Si Wu Tang,Décoction des 4 Ingrédients,Nourrit le Sang. Harmonise le Foie.,"aménorrhées, anémie, cycles menstruels irréguliers, vide de Sang du Foie",2 gélules matin et soir avant les repas. Ne pas utiliser pendant plus de six semaines sans avis médical.,Ne pas utiliser pendant plus de six semaines sans avis médical,,,,,,Sang,,Validée,115,11,11,Empereur,33.3,11,,当归,Angelica sinensis,Racine,"Tonifie et harmonise le Sang. Utilisée pour les troubles menstruels, l'anémie, les douleurs localisées et les problèmes de circulation.",10
7,allaitement,,Vide de Qi,Rate,14,11,11,Si Wu Tang,Décoction des 4 Ingrédients,Nourrit le Sang. Harmonise le Foie.,"aménorrhées, anémie, cycles menstruels irréguliers, vide de Sang du Foie",2 gélules matin et soir avant les repas. Ne pas utiliser pendant plus de six semaines sans avis médical.,Ne pas utiliser pendant plus de six semaines sans avis médical,,,,,,Sang,,Validée,116,33,11,Conseiller,33.3,33,,川芎,Ligusticum wallichii,Rhizome,"Active la circulation sanguine, soulage les douleurs. Utilisé pour les maux de tête et les règles douloureuses.",4
7,allaitement,,Vide de Qi,Rate,14,11,11,Si Wu Tang,Décoction des 4 Ingrédients,Nourrit le Sang. Harmonise le Foie.,"aménorrhées, anémie, cycles menstruels irréguliers, vide de Sang du Foie",2 gélules matin et soir avant les repas. Ne pas utiliser pendant plus de six semaines sans avis médical.,Ne pas utiliser pendant plus de six semaines sans avis médical,,,,,,Sang,,Validée,117,19,11,Conseiller,33.3,19,,白芍,Paeonia lactiflora,Racine,"Nourrit le Sang, calme les spasmes. Indiquée pour les règles douloureuses et l'agitation nerveuse.",4
7,allaitement,,Vide de Qi,Rate,15,13,13,Ba Zhen Tang,Décoction des 8 Trésors,Tonifie le Qi et le Sang.,"anémie, asthénies, convalescence, vide de Qi et de Sang",2 gélules matin et soir avant les repas. Déconseillé aux femmes enceintes.,Déconseillé aux femmes enceintes,,,,,,Qi-Sang,,Validée,122,11,13,Empereur,14.3,11,,当归,Angelica sinensis,Racine,"Tonifie et harmonise le Sang. Utilisée pour les troubles menstruels, l'anémie, les douleurs localisées et les problèmes de circulation.",10
7,allaitement,,Vide de Qi,Rate,15,13,13,Ba Zhen Tang,Décoction des 8 Trésors,Tonifie le Qi et le Sang.,"anémie, asthénies, convalescence, vide de Qi et de Sang",2 gélules matin et soir avant les repas. Déconseillé aux femmes enceintes.,Déconseillé aux femmes enceintes,,,,,,Qi-Sang,,Validée,123,22,13,Empereur,14.3,22,,人参,Panax ginseng,Racine,"Tonifiant général, améliore l'énergie, réduit le stress et renforce l'immunité.",10
7,allaitement,,Vide de Qi,Rate,15,13,13,Ba Zhen Tang,Décoction des 8 Trésors,Tonifie le Qi et le Sang.,"anémie, asthénies, convalescence, vide de Qi et de Sang",2 gélules matin et soir avant les repas. Déconseillé aux femmes enceintes.,Déconseillé aux femmes enceintes,,,,,,Qi-Sang,,Validée,124,44,13,Ministre,14.3,44,,白术,Atractylodes macrocephala,Rhizome,"Tonifie la Rate, élimine l'humidité. Utile en cas de fatigue et de troubles digestifs.",7
7,allaitement,,Vide de Qi,Rate,15,13,13,Ba Zhen Tang,Décoction des 8 Trésors,Tonifie le Qi et le Sang.,"anémie, asthénies, convalescence, vide de Qi et de Sang",2 gélules matin et soir avant les repas. Déconseillé aux femmes enceintes.,Déconseillé aux femmes enceintes,,,,,,Qi-Sang,,Validée,125,17,13,Ministre,14.3,17,,茯苓,Poria cocos,Sclérote,"Diurétique, élimine l'humidité, renforce la Rate. Utilisé pour les œdèmes et les troubles digestifs.",7
7,allaitement,,Vide de Qi,Rate,15,13,13,Ba Zhen Tang,Décoction des 8 Trésors,Tonifie le Qi et le Sang.,"anémie, asthénies, convalescence, vide de Qi et de Sang",2 gélules matin et soir avant les repas. Déconseillé aux femmes enceintes.,Déconseillé aux femmes enceintes,,,,,,Qi-Sang,,Validée,126,19,13,Ministre,14.3,19,,白芍,Paeonia lactiflora,Racine,"Nourrit le Sang, calme les spasmes. Indiquée pour les règles douloureuses et l'agitation nerveuse.",7
7,allaitement,,Vide de Qi,Rate,15,13,13,Ba Zhen Tang,Décoction des 8 Trésors,Tonifie le Qi et le Sang.,"anémie, asthénies, convalescence, vide de Qi et de Sang",2 gélules matin et soir avant les repas. Déconseillé aux femmes enceintes.,Déconseillé aux femmes enceintes,,,,,,Qi-Sang,,Validée,127,33,13,Conseiller,14.3,33,,川芎,Ligusticum wallichii,Rhizome,"Active la circulation sanguine, soulage les douleurs. Utilisé pour les maux de tête et les règles douloureuses.",4
7,allaitement,,Vide de Qi,Rate,15,13,13,Ba Zhen Tang,Décoction des 8 Trésors,Tonifie le Qi et le Sang.,"anémie, asthénies, convalescence, vide de Qi et de Sang",2 gélules matin et soir avant les repas. Déconseillé aux femmes enceintes.,Déconseillé aux femmes enceintes,,,,,,Qi-Sang,,Validée,128,18,13,Ambassadeur,14.3,18,,甘草,Glycyrrhiza uralensis,Racine,"Anti-inflammatoire, harmonise les formules. Traite les troubles digestifs et les inflammations.",2
8,allergie cutanée,,Vent,Foie,16,1,1,Dang Gui,Angélique,Tonifie et harmonise le Sang,"abcès chroniques, allergie cutanée, anémie, douleurs localisées, épuisement post-maladie, vide de Sang du Foie",2 gélules matin et soir avant les repas. Ne pas utiliser pendant plus de six semaines sans avis médical.,Déconseillé pendant la grossesse,,,,,,Sang,,Validée,58,11,1,Empereur,100.0,11,,当归,Angelica sinensis,Racine,"Tonifie et harmonise le Sang. Utilisée pour les troubles menstruels, l'anémie, les douleurs localisées et les problèmes de circulation.",10
9,aménorrhées,,Stases de Sang,Foie,18,3,3,Ningxin,Bien-être féminin,"Nourrit le Rein, le Foie et le Sang. Tonifie le Yin.","aménorrhées, cycles menstruels irréguliers, ménopause, problèmes de fécondité",2 gélules matin et soir avant les repas,,Utilisé pour le bien-être féminin,,Thèse Faculté de Pharmacie de Nancy (2015) : atténue les troubles liés à la ménopause,,,Féminin,,Validée,60,13,3,Empereur,40.0,13,,枸杞子,Lycium chinensis,Fruit,"Riche en antioxydants, renforce le système immunitaire, améliore la vision et soutient le bien-être féminin.",10
9,aménorrhées,,Stases de Sang,Foie,18,3,3,Ningxin,Bien-être féminin,"Nourrit le Rein, le Foie et le Sang. Tonifie le Yin.","aménorrhées, cycles menstruels irréguliers, ménopause, problèmes de fécondité",2 gélules matin et soir avant les repas,,Utilisé pour le bien-être féminin,,Thèse Faculté de Pharmacie de Nancy (2015) : atténue les troubles liés à la ménopause,,,Féminin,,Validée,61,31,3,Empereur,30.0,31,,桑葚,Morus alba,Fruit,"Nourrit le Sang, améliore la vision et soutient le bien-être féminin.",10
9,aménorrhées,,Stases de Sang,Foie,18,3,3,Ningxin,Bien-être féminin,"Nourrit le Rein, le Foie et le Sang. Tonifie le Yin.","aménorrhées, cycles menstruels irréguliers, ménopause, problèmes de fécondité",2 gélules matin et soir avant les repas,,Utilisé pour le bien-être féminin,,Thèse Faculté de Pharmacie de Nancy (2015) : atténue les troubles liés à la ménopause,,,Féminin,,Validée,62,20,3,Ministre,20.0,20,,红花,Carthamus tinctorius,Fleur,"Active la circulation sanguine, disperse les stases. Utilisée pour les troubles gynécologiques et les douleurs.",7
9,aménorrhées,,Stases de Sang,Foie,18,3,3,Ningxin,Bien-être féminin,"Nourrit le Rein, le Foie et le Sang. Tonifie le Yin.","aménorrhées, cycles menstruels irréguliers, ménopause, problèmes de fécondité",2 gélules matin et soir avant les repas,,Utilisé pour le bien-être féminin,,Thèse Faculté de Pharmacie de Nancy (2015) : atténue les troubles liés à la ménopause,,,Féminin,,Validée,63,32,3,Ambassadeur,10.0,32,,昆布,Laminaria japonica,Algue,"Élimine l'humidité, réduit les nodules. Utilisée pour les problèmes thyroïdiens et les kystes.",2
9,aménorrhées,,Stases de Sang,Foie,19,11,11,Si Wu Tang,Décoction des 4 Ingrédients,Nourrit le Sang. Harmonise le Foie.,"aménorrhées, anémie, cycles menstruels irréguliers, vide de Sang du Foie",2 gélules matin et soir avant les repas. Ne pas utiliser pendant plus de six semaines sans avis médical.,Ne pas utiliser pendant plus de six semaines sans avis médical,,,,,,Sang,,Validée,115,11,11,Empereur,33.3,11,,当归,Angelica sinensis,Racine,"Tonifie et harmonise le Sang. Utilisée pour les troubles menstruels, l'anémie, les douleurs localisées et les problèmes de circulation.",10
